Freq.	V(n001)
1.06120000000000e+11	5.74276371475789e-06,-3.56194025399261e-06
1.06125000000000e+11	5.74236351553071e-06,-3.55946549146886e-06
1.06130000000000e+11	5.74225684720811e-06,-3.55902699523395e-06
1.06135000000000e+11	5.74255174183297e-06,-3.55862907805694e-06
1.06140000000000e+11	5.74256177552823e-06,-3.55798028275787e-06
1.06145000000000e+11	5.74252058801147e-06,-3.55762665241793e-06
1.06150000000000e+11	5.74261949844024e-06,-3.55708053879258e-06
1.06155000000000e+11	5.74263684974229e-06,-3.55762766315344e-06
1.06160000000000e+11	5.74277560188146e-06,-3.55677633417985e-06
1.06165000000000e+11	5.74287422199102e-06,-3.55633822441442e-06
1.06170000000000e+11	5.74248462817415e-06,-3.55628109524139e-06
1.06175000000000e+11	5.74251272864962e-06,-3.55587666830435e-06
1.06180000000000e+11	5.74232488160578e-06,-3.55553961745058e-06
1.06185000000000e+11	5.74228031245226e-06,-3.55484077826558e-06
1.06190000000000e+11	5.74249501362474e-06,-3.55467789674228e-06
1.06195000000000e+11	5.74237049701863e-06,-3.55404382674125e-06
1.06200000000000e+11	5.74377155795781e-06,-3.55386050905619e-06
1.06205000000000e+11	5.74242353491868e-06,-3.55327896365186e-06
1.06210000000000e+11	5.74235679307668e-06,-3.55275841547420e-06
1.06215000000000e+11	5.74297361585336e-06,-3.55293641681239e-06
1.06220000000000e+11	5.74261303261934e-06,-3.55229606350761e-06
1.06225000000000e+11	5.74266116594291e-06,-3.55169346304807e-06
1.06230000000000e+11	5.74260909293968e-06,-3.55148013654840e-06
1.06235000000000e+11	5.74282902071764e-06,-3.55102940310013e-06
1.06240000000000e+11	5.74273978015040e-06,-3.55071460003753e-06
1.06245000000000e+11	5.74220477337841e-06,-3.55117839148975e-06
1.06250000000000e+11	5.74317338645759e-06,-3.54958871469983e-06
1.06255000000000e+11	5.74296154140005e-06,-3.54962666201735e-06
1.06260000000000e+11	5.74065442000957e-06,-3.54578184557165e-06
1.06265000000000e+11	5.74270862574287e-06,-3.54895546521443e-06
1.06270000000000e+11	5.74257165353615e-06,-3.54856321495104e-06
1.06275000000000e+11	5.74234696543317e-06,-3.54819090337532e-06
1.06280000000000e+11	5.74228443343747e-06,-3.54773399373661e-06
1.06285000000000e+11	5.74222312479982e-06,-3.54732724081366e-06
1.06290000000000e+11	5.74190313309465e-06,-3.54698513516957e-06
1.06295000000000e+11	5.74255248016098e-06,-3.54529981841181e-06
1.06300000000000e+11	5.74162046744131e-06,-3.54509505823975e-06
1.06305000000000e+11	5.73701113228988e-06,-3.54245145599590e-06
1.06310000000000e+11	5.74628391344345e-06,-3.54709316828482e-06
1.06315000000000e+11	5.74437327717806e-06,-3.54579848010727e-06
1.06320000000000e+11	5.74398228285068e-06,-3.54511426766937e-06
1.06325000000000e+11	5.74347120774789e-06,-3.54490258729616e-06
1.06330000000000e+11	5.74346142820014e-06,-3.54440711517111e-06
1.06335000000000e+11	5.74316547819130e-06,-3.54396905587730e-06
1.06340000000000e+11	5.74005211293595e-06,-3.54449994105370e-06
1.06345000000000e+11	5.74267331149050e-06,-3.54237387907729e-06
1.06350000000000e+11	5.74277303664821e-06,-3.53933138375568e-06
1.06355000000000e+11	5.74021065102556e-06,-3.55057494734292e-06
1.06360000000000e+11	5.74140678236530e-06,-3.54384700968470e-06
1.06365000000000e+11	5.74175784244970e-06,-3.54244362607972e-06
1.06370000000000e+11	5.74184408057539e-06,-3.54133285829926e-06
1.06375000000000e+11	5.74236620504602e-06,-3.54085696450676e-06
1.06380000000000e+11	5.74234814092567e-06,-3.54025514719684e-06
1.06385000000000e+11	5.74220933562328e-06,-3.53979556670202e-06
1.06390000000000e+11	5.74283055779848e-06,-3.53956916120947e-06
1.06395000000000e+11	5.74281493088931e-06,-3.53905489594150e-06
1.06400000000000e+11	5.74366134118137e-06,-3.53807520532545e-06
1.06405000000000e+11	5.74288639368722e-06,-3.53842598577914e-06
1.06410000000000e+11	5.74301141314751e-06,-3.53800406240296e-06
1.06415000000000e+11	5.74271768280411e-06,-3.53772715844006e-06
1.06420000000000e+11	5.74278922543789e-06,-3.53755763374047e-06
1.06425000000000e+11	5.74286096367944e-06,-3.53713856477280e-06
1.06430000000000e+11	5.74282610958023e-06,-3.53694708365634e-06
1.06435000000000e+11	5.74269505836196e-06,-3.53566886788698e-06
1.06440000000000e+11	5.74261034156995e-06,-3.53571561328757e-06
1.06445000000000e+11	5.74253147814449e-06,-3.53497915532660e-06
1.06450000000000e+11	5.74279424892239e-06,-3.53510806572829e-06
1.06455000000000e+11	5.74280196740083e-06,-3.53456379241187e-06
1.06460000000000e+11	5.74292040565264e-06,-3.53401293189897e-06
1.06465000000000e+11	5.74307239497845e-06,-3.53396121779147e-06
1.06470000000000e+11	5.74287067300740e-06,-3.53334641658374e-06
1.06475000000000e+11	5.74301213876555e-06,-3.53318953539818e-06
1.06480000000000e+11	5.74166942716234e-06,-3.53279832922145e-06
1.06485000000000e+11	5.74302411462153e-06,-3.53241607096112e-06
1.06490000000000e+11	5.74317717644165e-06,-3.53204858701582e-06
1.06495000000000e+11	5.74208659320703e-06,-3.53174298489260e-06
1.06500000000000e+11	5.74268828062533e-06,-3.53130422670860e-06
1.06505000000000e+11	5.74270709807301e-06,-3.53107722134741e-06
1.06510000000000e+11	5.74270423220155e-06,-3.53053629721034e-06
1.06515000000000e+11	5.74249054412089e-06,-3.53022360253365e-06
1.06520000000000e+11	5.74259276685807e-06,-3.52975406121027e-06
1.06525000000000e+11	5.74294323967908e-06,-3.52842008871769e-06
1.06530000000000e+11	5.74231007738958e-06,-3.52943503430193e-06
1.06535000000000e+11	5.74247192610925e-06,-3.52859059899945e-06
1.06540000000000e+11	5.74481660987406e-06,-3.53107822706977e-06
1.06545000000000e+11	5.74269579628721e-06,-3.52772486146556e-06
1.06550000000000e+11	5.74282753111942e-06,-3.52733869431536e-06
1.06555000000000e+11	5.74311532889457e-06,-3.52693744219352e-06
1.06560000000000e+11	5.74317412446564e-06,-3.52659602385439e-06
1.06565000000000e+11	5.74328179979321e-06,-3.52622212995388e-06
1.06570000000000e+11	5.74370855438763e-06,-3.52573343258877e-06
1.06575000000000e+11	5.74284973601418e-06,-3.52702905141232e-06
1.06580000000000e+11	5.74402197938551e-06,-3.52628515289824e-06
1.06585000000000e+11	5.74944196237903e-06,-3.52779556916815e-06
1.06590000000000e+11	5.73845484739523e-06,-3.52314967657353e-06
1.06595000000000e+11	5.74066482571528e-06,-3.52348202811013e-06
1.06600000000000e+11	5.74105081536949e-06,-3.52332578878283e-06
1.06605000000000e+11	5.74167100299445e-06,-3.52271249026222e-06
1.06610000000000e+11	5.74165927521421e-06,-3.52242132312272e-06
1.06615000000000e+11	5.74202571437867e-06,-3.52204362207311e-06
1.06620000000000e+11	5.74576844993414e-06,-3.52041340995605e-06
1.06625000000000e+11	5.74266005869924e-06,-3.52219062534548e-06
1.06630000000000e+11	5.74261483752978e-06,-3.52498091910966e-06
1.06635000000000e+11	5.74575021362946e-06,-3.51064358575167e-06
1.06640000000000e+11	5.74436485231334e-06,-3.51794283158052e-06
1.06645000000000e+11	5.74395238884099e-06,-3.51882298173688e-06
1.06650000000000e+11	5.74380148233695e-06,-3.51928666329512e-06
1.06655000000000e+11	5.74319955345696e-06,-3.51908749267445e-06
1.06660000000000e+11	5.74325271644498e-06,-3.51893351051719e-06
1.06665000000000e+11	5.74353175816306e-06,-3.51881766810885e-06
1.06670000000000e+11	5.74266812256678e-06,-3.51797607993764e-06
1.06675000000000e+11	5.74277172669801e-06,-3.51786156986128e-06
1.06680000000000e+11	5.74054026541442e-06,-3.51537937657918e-06
1.06685000000000e+11	5.74269139199432e-06,-3.51713894958254e-06
1.06690000000000e+11	5.74252145826037e-06,-3.51696797856090e-06
1.06695000000000e+11	5.74277202545297e-06,-3.51632625579928e-06
1.06700000000000e+11	5.74257696791054e-06,-3.51584424542887e-06
1.06705000000000e+11	5.74245717703467e-06,-3.51549285895259e-06
1.06710000000000e+11	5.74237778840863e-06,-3.51490303506949e-06
1.06715000000000e+11	5.74262783073188e-06,-3.51528889762176e-06
1.06720000000000e+11	5.74265827229062e-06,-3.51460185567399e-06
1.06725000000000e+11	5.74257646012635e-06,-3.51545459694314e-06
1.06730000000000e+11	5.74286786242418e-06,-3.51278295836707e-06
1.06735000000000e+11	5.74277400831492e-06,-3.51298486858655e-06
1.06740000000000e+11	5.74273711678713e-06,-3.51301878257106e-06
1.06745000000000e+11	5.74243506551304e-06,-3.51232169267556e-06
1.06750000000000e+11	5.74263196632815e-06,-3.51221802445875e-06
1.06755000000000e+11	5.74245711186960e-06,-3.51166250975862e-06
1.06760000000000e+11	5.74368575423778e-06,-3.51103735772122e-06
1.06765000000000e+11	5.74233170670091e-06,-3.51094494907238e-06
1.06770000000000e+11	5.74202484631946e-06,-3.51064013682616e-06
1.06775000000000e+11	5.74381018563373e-06,-3.50979709723613e-06
1.06780000000000e+11	5.74283794638451e-06,-3.50965490426388e-06
1.06785000000000e+11	5.74275025085270e-06,-3.50918053656494e-06
1.06790000000000e+11	5.74278448059112e-06,-3.50891079020537e-06
1.06795000000000e+11	5.74298628870206e-06,-3.50845268160914e-06
1.06800000000000e+11	5.74289258295235e-06,-3.50819287673697e-06
1.06805000000000e+11	5.74273856084731e-06,-3.50885266721643e-06
1.06810000000000e+11	5.74303676055702e-06,-3.50692707407375e-06
1.06815000000000e+11	5.74293313174077e-06,-3.50705382585098e-06
1.06820000000000e+11	5.74059141830297e-06,-3.50447910309367e-06
1.06825000000000e+11	5.74275382053938e-06,-3.50642007034487e-06
1.06830000000000e+11	5.74263644751816e-06,-3.50607231916190e-06
1.06835000000000e+11	5.74229928224964e-06,-3.50573228741147e-06
1.06840000000000e+11	5.74224544183961e-06,-3.50538329314640e-06
1.06845000000000e+11	5.74208858835115e-06,-3.50504112448840e-06
1.06850000000000e+11	5.74151319694415e-06,-3.50489581106545e-06
1.06855000000000e+11	5.74262657163747e-06,-3.50226722851468e-06
1.06860000000000e+11	5.74113244879602e-06,-3.50255093512497e-06
1.06865000000000e+11	5.73457866711256e-06,-3.50081290882078e-06
1.06870000000000e+11	5.74796669449678e-06,-3.50362885319211e-06
1.06875000000000e+11	5.74535417588279e-06,-3.50283136952144e-06
1.06880000000000e+11	5.74500783094841e-06,-3.50234645344244e-06
1.06885000000000e+11	5.74421609496392e-06,-3.50229002087404e-06
1.06890000000000e+11	5.74429143162335e-06,-3.50187148445709e-06
1.06895000000000e+11	5.74381080683853e-06,-3.50159926003762e-06
1.06900000000000e+11	5.73895943743190e-06,-3.50304822586888e-06
1.06905000000000e+11	5.74294535160693e-06,-3.49981616596214e-06
1.06910000000000e+11	5.74286861108214e-06,-3.49537638181007e-06
1.06915000000000e+11	5.73890039389955e-06,-3.51311275451933e-06
1.06920000000000e+11	5.74053156481795e-06,-3.50269421682675e-06
1.06925000000000e+11	5.74101818133290e-06,-3.50062463770888e-06
1.06930000000000e+11	5.74131578212017e-06,-3.49924945396157e-06
1.06935000000000e+11	5.74204384837249e-06,-3.49853224164547e-06
1.06940000000000e+11	5.74192069109014e-06,-3.49791965560163e-06
1.06945000000000e+11	5.74134857976332e-06,-3.49697233354821e-06
1.06950000000000e+11	5.74267095808746e-06,-3.49756885000174e-06
1.06955000000000e+11	5.74240232467372e-06,-3.49666625584184e-06
1.06960000000000e+11	5.74660546397737e-06,-3.50450304289337e-06
1.06965000000000e+11	5.74253284696788e-06,-3.49550421255487e-06
1.06970000000000e+11	5.74283405867489e-06,-3.49458685356463e-06
1.06975000000000e+11	5.74272131543208e-06,-3.49480918958413e-06
1.06980000000000e+11	5.74317078190903e-06,-3.49431052590817e-06
1.06985000000000e+11	5.74340125948688e-06,-3.49397956206664e-06
1.06990000000000e+11	5.74373951084715e-06,-3.49384419572195e-06
1.06995000000000e+11	5.74338540570228e-06,-3.49307411387959e-06
1.07000000000000e+11	5.74342485105073e-06,-3.49270907287888e-06
1.07005000000000e+11	5.74412977968113e-06,-3.48894623911867e-06
1.07010000000000e+11	5.74200792937027e-06,-3.49528937149489e-06
1.07015000000000e+11	5.74236486599139e-06,-3.49329071307774e-06
1.07020000000000e+11	5.74230678678346e-06,-3.49192160000117e-06
1.07025000000000e+11	5.74290877388307e-06,-3.49182972605357e-06
1.07030000000000e+11	5.74270389556845e-06,-3.49107692046425e-06
1.07035000000000e+11	5.74298047253388e-06,-3.49079491338165e-06
1.07040000000000e+11	5.74200892029220e-06,-3.49119080932986e-06
1.07045000000000e+11	5.74340363325570e-06,-3.48996141379550e-06
1.07050000000000e+11	5.74413739110401e-06,-3.48951860585918e-06
1.07055000000000e+11	5.74068141364257e-06,-3.48943843347733e-06
1.07060000000000e+11	5.74259869993365e-06,-3.48898573463036e-06
1.07065000000000e+11	5.74278042420342e-06,-3.48867987270967e-06
1.07070000000000e+11	5.74285858256017e-06,-3.48839536125890e-06
1.07075000000000e+11	5.74273386707999e-06,-3.48819433020046e-06
1.07080000000000e+11	5.74274281410483e-06,-3.48767212729246e-06
1.07085000000000e+11	5.74265206471157e-06,-3.48627502657818e-06
1.07090000000000e+11	5.74275496978123e-06,-3.48749024587840e-06
1.07095000000000e+11	5.74276952293268e-06,-3.48660279790382e-06
1.07100000000000e+11	5.74505702814982e-06,-3.48775424639361e-06
1.07105000000000e+11	5.74289325578803e-06,-3.48572760793329e-06
1.07110000000000e+11	5.74299091110898e-06,-3.48529961943077e-06
1.07115000000000e+11	5.74336620854196e-06,-3.48487836669203e-06
1.07120000000000e+11	5.74342877503061e-06,-3.48435664475442e-06
1.07125000000000e+11	5.74366289067466e-06,-3.48386919879309e-06
1.07130000000000e+11	5.74454567388758e-06,-3.48303375092887e-06
1.07135000000000e+11	5.74289178709121e-06,-3.48604411417112e-06
1.07140000000000e+11	5.74506597122325e-06,-3.48448771188153e-06
1.07145000000000e+11	5.75401246452066e-06,-3.48482974261845e-06
1.07150000000000e+11	5.73560360159427e-06,-3.48257390991397e-06
1.07155000000000e+11	5.73906295317691e-06,-3.48219512712486e-06
1.07160000000000e+11	5.73928560411741e-06,-3.48170590611680e-06
1.07165000000000e+11	5.74050917706031e-06,-3.48089995339784e-06
1.07170000000000e+11	5.74023204813216e-06,-3.48044995993399e-06
1.07175000000000e+11	5.74103022988736e-06,-3.47972307895911e-06
1.07180000000000e+11	5.74913608882219e-06,-3.47631199875176e-06
1.07185000000000e+11	5.74246932394214e-06,-3.48044706108317e-06
1.07190000000000e+11	5.74270083834473e-06,-3.48676261546973e-06
1.07195000000000e+11	5.74994386398201e-06,-3.45628136621711e-06
1.07200000000000e+11	5.74715007500886e-06,-3.47280198182484e-06
1.07205000000000e+11	5.74646557578815e-06,-3.47543047858198e-06
1.07210000000000e+11	5.74567445911947e-06,-3.47641054198936e-06
1.07215000000000e+11	5.74458929976283e-06,-3.47687303302403e-06
1.07220000000000e+11	5.74498266786022e-06,-3.47686493319552e-06
1.07225000000000e+11	5.74652772439568e-06,-3.47814006847701e-06
1.07230000000000e+11	5.74388693988588e-06,-3.47511192376439e-06
1.07235000000000e+11	5.74464739430307e-06,-3.47630439742475e-06
1.07240000000000e+11	5.73747474822680e-06,-3.44278199404229e-06
1.07245000000000e+11	5.74417868075954e-06,-3.47753346064065e-06
1.07250000000000e+11	5.74312962807846e-06,-3.47900894408694e-06
1.07255000000000e+11	5.74277180227843e-06,-3.47669183327825e-06
1.07260000000000e+11	5.74115936044479e-06,-3.47733993404863e-06
1.07265000000000e+11	5.74045152550894e-06,-3.47650411065498e-06
1.07270000000000e+11	5.73888718775465e-06,-3.47574677445339e-06
1.07275000000000e+11	5.73942605125513e-06,-3.47405065730707e-06
1.07280000000000e+11	5.73896482277822e-06,-3.47522949409848e-06
1.07285000000000e+11	5.73259847840489e-06,-3.48986842859442e-06
1.07290000000000e+11	5.74944648090345e-06,-3.45920289778050e-06
1.07295000000000e+11	5.74684595823010e-06,-3.46621059781063e-06
1.07300000000000e+11	5.74685252447205e-06,-3.47040663655598e-06
1.07305000000000e+11	5.74464190511617e-06,-3.46975433389242e-06
1.07310000000000e+11	5.74503372060119e-06,-3.47056920627809e-06
1.07315000000000e+11	5.74397884174291e-06,-3.47052581173193e-06
1.07320000000000e+11	5.74387704018002e-06,-3.46547090207909e-06
1.07325000000000e+11	5.74119995695535e-06,-3.46997037768186e-06
1.07330000000000e+11	5.73629904612598e-06,-3.46818674006803e-06
1.07335000000000e+11	5.75607280474923e-06,-3.47731090329600e-06
1.07340000000000e+11	5.74479992921633e-06,-3.47162587305695e-06
1.07345000000000e+11	5.74432495494636e-06,-3.47132608310640e-06
1.07350000000000e+11	5.74165311954524e-06,-3.46786284741411e-06
1.07355000000000e+11	5.74018699853154e-06,-3.46517722855626e-06
1.07360000000000e+11	5.74223108222990e-06,-3.46543768384408e-06
1.07365000000000e+11	5.74531929978753e-06,-3.46332743216736e-06
1.07370000000000e+11	5.74052702751965e-06,-3.46497842112030e-06
1.07375000000000e+11	5.74258092747594e-06,-3.46442828588697e-06
1.07380000000000e+11	5.74414805855359e-06,-3.45441923362574e-06
1.07385000000000e+11	5.74243267969262e-06,-3.46480584174047e-06
1.07390000000000e+11	5.74209644036015e-06,-3.46436595969939e-06
1.07395000000000e+11	5.74128949323200e-06,-3.46422744793177e-06
1.07400000000000e+11	5.74181195888632e-06,-3.46231243323765e-06
1.07405000000000e+11	5.74218610115232e-06,-3.46147574703238e-06
1.07410000000000e+11	5.74489273766308e-06,-3.46045458895940e-06
1.07415000000000e+11	5.73734226432949e-06,-3.46499506251380e-06
1.07420000000000e+11	5.74233963197365e-06,-3.46305251934399e-06
1.07425000000000e+11	5.75078965370506e-06,-3.46585433429620e-06
1.07430000000000e+11	5.73443145036520e-06,-3.45746517006931e-06
1.07435000000000e+11	5.73797064586505e-06,-3.45751235337271e-06
1.07440000000000e+11	5.73838227225881e-06,-3.45603823818310e-06
1.07445000000000e+11	5.74037297466609e-06,-3.45662640929887e-06
1.07450000000000e+11	5.74045188328653e-06,-3.45555304635851e-06
1.07455000000000e+11	5.74201557658102e-06,-3.45522396997759e-06
1.07460000000000e+11	5.74920644439189e-06,-3.45878871908918e-06
1.07465000000000e+11	5.74283522651587e-06,-3.45607056165634e-06
1.07470000000000e+11	5.73965114774288e-06,-3.45842338510667e-06
1.07475000000000e+11	5.75932628203699e-06,-3.45378474685939e-06
1.07480000000000e+11	5.74871155558438e-06,-3.45737661437396e-06
1.07485000000000e+11	5.74698200925317e-06,-3.45806941872382e-06
1.07490000000000e+11	5.74576526010640e-06,-3.45706943006130e-06
1.07495000000000e+11	5.74519863530316e-06,-3.45714690493334e-06
1.07500000000000e+11	5.74494798052281e-06,-3.45755061603426e-06
1.07505000000000e+11	5.74387501535877e-06,-3.45921584339548e-06
1.07510000000000e+11	5.74500847985648e-06,-3.45693524788439e-06
1.07515000000000e+11	5.74338452528322e-06,-3.45770669553255e-06
1.07520000000000e+11	5.77190053259351e-06,-3.44050164813698e-06
1.07525000000000e+11	5.74049160877915e-06,-3.45690100128598e-06
1.07530000000000e+11	5.73862639463373e-06,-3.45551299351465e-06
1.07535000000000e+11	5.73955982103744e-06,-3.45386552995709e-06
1.07540000000000e+11	5.73876404812978e-06,-3.45230410459970e-06
1.07545000000000e+11	5.73950712976057e-06,-3.45102477034436e-06
1.07550000000000e+11	5.73974014555053e-06,-3.44966477104863e-06
1.07555000000000e+11	5.74087661617281e-06,-3.44860222400232e-06
1.07560000000000e+11	5.73942288002081e-06,-3.44810530385967e-06
1.07565000000000e+11	5.72837090701059e-06,-3.44112227585236e-06
1.07570000000000e+11	5.75052583863714e-06,-3.45631157385570e-06
1.07575000000000e+11	5.74541249469212e-06,-3.45312679952373e-06
1.07580000000000e+11	5.74217428635268e-06,-3.45198751086440e-06
1.07585000000000e+11	5.74292110214130e-06,-3.45064393483879e-06
1.07590000000000e+11	5.74204796696752e-06,-3.45027924778246e-06
1.07595000000000e+11	5.74193889365843e-06,-3.44941445912575e-06
1.07600000000000e+11	5.74445701667429e-06,-3.44983707313407e-06
1.07605000000000e+11	5.74240298107944e-06,-3.44690426734956e-06
1.07610000000000e+11	5.74509662161022e-06,-3.44323580728590e-06
1.07615000000000e+11	5.72889030396131e-06,-3.45496355409645e-06
1.07620000000000e+11	5.73756900099693e-06,-3.44743086097519e-06
1.07625000000000e+11	5.73767612160761e-06,-3.44645993001983e-06
1.07630000000000e+11	5.74098394749892e-06,-3.44477552474367e-06
1.07635000000000e+11	5.74329026238134e-06,-3.44394138222461e-06
1.07640000000000e+11	5.74208005753258e-06,-3.44486154951551e-06
1.07645000000000e+11	5.74269075190370e-06,-3.44693278663250e-06
1.07650000000000e+11	5.74233354293827e-06,-3.44273493750808e-06
1.07655000000000e+11	5.74200968038856e-06,-3.44368765920267e-06
1.07660000000000e+11	5.74955055400410e-06,-3.45143068084936e-06
1.07665000000000e+11	5.74175943094369e-06,-3.44230292615475e-06
1.07670000000000e+11	5.74218549487767e-06,-3.44202999408622e-06
1.07675000000000e+11	5.74254218041008e-06,-3.44149514551996e-06
1.07680000000000e+11	5.74330877613395e-06,-3.44266158425153e-06
1.07685000000000e+11	5.74325805428878e-06,-3.44306097526948e-06
1.07690000000000e+11	5.74234685047951e-06,-3.44583025237091e-06
1.07695000000000e+11	5.73951337883617e-06,-3.43520519419419e-06
1.07700000000000e+11	5.73894817550618e-06,-3.44109714699527e-06
1.07705000000000e+11	5.73227796705295e-06,-3.45245280065850e-06
1.07710000000000e+11	5.74670418568914e-06,-3.42849116341352e-06
1.07715000000000e+11	5.74495215071639e-06,-3.43306944919096e-06
1.07720000000000e+11	5.74604065088450e-06,-3.43346165439420e-06
1.07725000000000e+11	5.74476115662700e-06,-3.43458740739723e-06
1.07730000000000e+11	5.74580739769403e-06,-3.43427514982755e-06
1.07735000000000e+11	5.74547628329214e-06,-3.43566775063374e-06
1.07740000000000e+11	5.74080816386416e-06,-3.44494873938696e-06
1.07745000000000e+11	5.74337449125291e-06,-3.43563227308972e-06
1.07750000000000e+11	5.73816664793499e-06,-3.43149521877209e-06
1.07755000000000e+11	5.75424450220148e-06,-3.45432828033300e-06
1.07760000000000e+11	5.74424721536205e-06,-3.44140385785594e-06
1.07765000000000e+11	5.74238161951591e-06,-3.43853139773775e-06
1.07770000000000e+11	5.74327222201810e-06,-3.43744279236097e-06
1.07775000000000e+11	5.74289167931414e-06,-3.43594661236648e-06
1.07780000000000e+11	5.74238551071712e-06,-3.43587039953878e-06
1.07785000000000e+11	5.74002734237985e-06,-3.43535766030757e-06
1.07790000000000e+11	5.74281903407462e-06,-3.43560885703622e-06
1.07795000000000e+11	5.74117253445043e-06,-3.43437475109469e-06
1.07800000000000e+11	5.76304963579945e-06,-3.46464052543109e-06
1.07805000000000e+11	5.74022816095242e-06,-3.43121116444801e-06
1.07810000000000e+11	5.74019130935276e-06,-3.42896352298559e-06
1.07815000000000e+11	5.74210212514169e-06,-3.42954317847928e-06
1.07820000000000e+11	5.74257534171263e-06,-3.42750510247064e-06
1.07825000000000e+11	5.74334282751262e-06,-3.42767010152173e-06
1.07830000000000e+11	5.74443284233258e-06,-3.42678604826038e-06
1.07835000000000e+11	5.74570831173449e-06,-3.42869072284497e-06
1.07840000000000e+11	5.74485080950477e-06,-3.42696304925449e-06
1.07845000000000e+11	5.74342368283245e-06,-3.41676775097549e-06
1.07850000000000e+11	5.74372015258247e-06,-3.43763939545327e-06
1.07855000000000e+11	5.74267853577736e-06,-3.43255343984194e-06
1.07860000000000e+11	5.74167848392996e-06,-3.43015015674279e-06
1.07865000000000e+11	5.74226656974329e-06,-3.42886894323357e-06
1.07870000000000e+11	5.74209732655050e-06,-3.42835998621123e-06
1.07875000000000e+11	5.74231503510277e-06,-3.42747014573237e-06
1.07880000000000e+11	5.74469977662532e-06,-3.42777780588066e-06
1.07885000000000e+11	5.74308966555788e-06,-3.42618213625576e-06
1.07890000000000e+11	5.74446157601085e-06,-3.42577131605917e-06
1.07895000000000e+11	5.73950008506567e-06,-3.42408303579571e-06
1.07900000000000e+11	5.74241048342292e-06,-3.42439534601816e-06
1.07905000000000e+11	5.74239541709306e-06,-3.42416931113811e-06
1.07910000000000e+11	5.74371789236820e-06,-3.42410057330922e-06
1.07915000000000e+11	5.74437177738493e-06,-3.42388371900785e-06
1.07920000000000e+11	5.74391048126434e-06,-3.42384720203038e-06
1.07925000000000e+11	5.74433679429592e-06,-3.42498356517386e-06
1.07930000000000e+11	5.74355437566578e-06,-3.42234843736351e-06
1.07935000000000e+11	5.74357894364368e-06,-3.42263369964155e-06
1.07940000000000e+11	5.74169538818952e-06,-3.42209597645593e-06
1.07945000000000e+11	5.74354182881664e-06,-3.42205003412520e-06
1.07950000000000e+11	5.74347819137844e-06,-3.42173544901299e-06
1.07955000000000e+11	5.74306740739484e-06,-3.42144024614357e-06
1.07960000000000e+11	5.74307934341118e-06,-3.42097709468402e-06
1.07965000000000e+11	5.74295711111556e-06,-3.42058932014352e-06
1.07970000000000e+11	5.74284532074310e-06,-3.42008031660288e-06
1.07975000000000e+11	5.74338341513415e-06,-3.41955361589410e-06
1.07980000000000e+11	5.74290027416977e-06,-3.41904100152787e-06
1.07985000000000e+11	5.74057469760270e-06,-3.41747497655852e-06
1.07990000000000e+11	5.74536214407768e-06,-3.41980102109282e-06
1.07995000000000e+11	5.74428766132368e-06,-3.41902688798999e-06
1.08000000000000e+11	5.74380022360888e-06,-3.41859225910443e-06
1.08005000000000e+11	5.74373874168422e-06,-3.41837017091855e-06
1.08010000000000e+11	5.74337401868412e-06,-3.41797076239708e-06
1.08015000000000e+11	5.74326730173614e-06,-3.41726563945550e-06
1.08020000000000e+11	5.74295936614642e-06,-3.41570653689364e-06
1.08025000000000e+11	5.74332806683846e-06,-3.41608741268962e-06
1.08030000000000e+11	5.74445985240251e-06,-3.41530653273409e-06
1.08035000000000e+11	5.73979239683617e-06,-3.41535140266946e-06
1.08040000000000e+11	5.74247484093476e-06,-3.41473723958366e-06
1.08045000000000e+11	5.74318599653218e-06,-3.41451888075497e-06
1.08050000000000e+11	5.74276095559570e-06,-3.41378778251786e-06
1.08055000000000e+11	5.74316749100864e-06,-3.41363307802632e-06
1.08060000000000e+11	5.74329338344642e-06,-3.41313513232846e-06
1.08065000000000e+11	5.74388832104290e-06,-3.41268809449087e-06
1.08070000000000e+11	5.74355271495033e-06,-3.41226943688377e-06
1.08075000000000e+11	5.74396545839639e-06,-3.41216936675566e-06
1.08080000000000e+11	5.73955639075428e-06,-3.39885230244271e-06
1.08085000000000e+11	5.74423299720874e-06,-3.41236044099694e-06
1.08090000000000e+11	5.74415374027758e-06,-3.41258540493982e-06
1.08095000000000e+11	5.74333056409412e-06,-3.41191280653887e-06
1.08100000000000e+11	5.74319399430421e-06,-3.41222275874823e-06
1.08105000000000e+11	5.74292439463472e-06,-3.41148362437558e-06
1.08110000000000e+11	5.74248340892933e-06,-3.41138319898308e-06
1.08115000000000e+11	5.74168040003186e-06,-3.40982524106762e-06
1.08120000000000e+11	5.74208401812036e-06,-3.41008911274169e-06
1.08125000000000e+11	5.74214869991594e-06,-3.41369125059843e-06
1.08130000000000e+11	5.74318151323553e-06,-3.40461563255255e-06
1.08135000000000e+11	5.74349533224375e-06,-3.40617126804449e-06
1.08140000000000e+11	5.74374480734293e-06,-3.40663003240061e-06
1.08145000000000e+11	5.74367467094840e-06,-3.40672901470544e-06
1.08150000000000e+11	5.74373428412231e-06,-3.40632225500437e-06
1.08155000000000e+11	5.74365799126488e-06,-3.40621833503848e-06
1.08160000000000e+11	5.74217653622730e-06,-3.40576951962158e-06
1.08165000000000e+11	5.74333770336166e-06,-3.40571472973535e-06
1.08170000000000e+11	5.74268627427580e-06,-3.40516282291578e-06
